CURR,13-Jan-2025,2.78,3.42,2.12,2.82,2226300
CUTR,13-Jan-2025,0.444,0.48,0.3601,0.4014,1135400
CVAC,13-Jan-2025,4.15,4.15,3.8912,3.94,770900
CVBF,13-Jan-2025,19.4,19.75,19.25,19.6,911400
CVCO,13-Jan-2025,429.12,442.3,428.5,440.73,49000
CVGI,13-Jan-2025,2.09,2.11,2.02,2.07,515400
CVGW,13-Jan-2025,23.12,23.67,23.02,23.57,136500
CVKD,13-Jan-2025,16.16,16.48,15.15,15.99,29400
CVLT,13-Jan-2025,152.73,156.24,151.77,156.11,234600
CVRX,13-Jan-2025,14,15.47,13.82,15.04,385000
CVV,13-Jan-2025,3.5,3.84,3.5,3.77,47000
CWBC,13-Jan-2025,17.55,17.83,17.47,17.71,37500
CWCO,13-Jan-2025,25.02,25.725,25.02,25.52,59100
CWD,13-Jan-2025,0.658,0.72,0.6176,0.719,140200
CWST,13-Jan-2025,105.86,108.8,105.55,108.69,323300
CXAI,13-Jan-2025,1.78,1.82,1.64,1.69,717600
CXAIW,13-Jan-2025,0.19,0.2045,0.1526,0.1929,125600
CXDO,13-Jan-2025,5.16,5.2,5.07,5.13,87100
CXSE,13-Jan-2025,28,28.1,27.9405,28.03,17900
CYBR,13-Jan-2025,343.09,345,331.64,337.83,559700
CYCC,13-Jan-2025,0.409,0.4199,0.3826,0.391,598100
CYCCP,13-Jan-2025,7.8,8.99,7.5,7.5,4800
CYCN,13-Jan-2025,3.4,3.4,3.06,3.23,55400
CYN,13-Jan-2025,0.52,0.5394,0.4507,0.4601,4475100
CYRX,13-Jan-2025,8.38,8.54,8.25,8.39,253700
CYTH,13-Jan-2025,0.63,0.675,0.62,0.6601,54500
CYTHW,13-Jan-2025,0.28,0.309,0.28,0.29,900
CYTK,13-Jan-2025,46.65,47.04,44.49,46.71,1288500
CZAR,13-Jan-2025,28.165,28.6,28.165,28.6,100
CZFS,13-Jan-2025,55.12,59.09,55.03,58.75,16000
CZNC,13-Jan-2025,18.04,18.3,18,18.25,23500
CZR,13-Jan-2025,31.02,32.46,30.95,32.07,4921700
CZWI,13-Jan-2025,15.47,15.5,15.37,15.37,17400
DADA,13-Jan-2025,1.25,1.25,1.17,1.22,1205900
DAIO,13-Jan-2025,2.8,2.85,2.76,2.8294,6100
DAKT,13-Jan-2025,15.85,16.28,15.72,16.26,451000
DALI,13-Jan-2025,25.2,25.53,25.2,25.53,12900
DALN,13-Jan-2025,7.05,7.05,6.94,7.05,8100
DAPP,13-Jan-2025,14.5,14.78,14.16,14.75,237900
DARE,13-Jan-2025,3.08,3.38,3.08,3.33,49200
DASH,13-Jan-2025,169.65,169.93,166.41,168.37,1862400
DATS,13-Jan-2025,5.3,6.58,4.81,5.42,27098100
DATSW,13-Jan-2025,0.5537,0.65,0.465,0.56,50700
DAVE,13-Jan-2025,84,87.8,80.86,81.87,331500
DAVEW,13-Jan-2025,0.1499,0.1499,0.1265,0.146,80300
DAWN,13-Jan-2025,11.83,11.98,11.52,11.56,2334600
DAX,13-Jan-2025,33.01,33.47,33.01,33.47,5300
DBVT,13-Jan-2025,4.8,5.42,4.63,5.41,162000
DBX,13-Jan-2025,29.28,29.72,29.01,29.61,1848700
DCAP,13-Jan-2025,20.41,20.52,20.41,20.52,600
DCBO,13-Jan-2025,41.75,42,41.5,41.87,43400
DCGO,13-Jan-2025,4.02,4.1,3.945,4.02,478300
DCOM,13-Jan-2025,29.18,29.98,29.13,29.9,299500
DCOMG,13-Jan-2025,26.65,26.65,26.5,26.5,4200
DCOMP,13-Jan-2025,19.62,19.84,19.6,19.84,4900
DCTH,13-Jan-2025,12.98,12.98,11.38,12.79,796900
DDI,13-Jan-2025,10.4,10.4,10.1,10.38,20800
DDIV,13-Jan-2025,37.31,37.8637,37.31,37.8637,6600
DDOG,13-Jan-2025,139.22,139.94,136.71,138,4411800
DECAW,13-Jan-2025,0.0484,0.0484,0.0438,0.0438,500
DECO,13-Jan-2025,32.95,33.71,32.95,33.71,300
DEMZ,13-Jan-2025,35.41,35.64,35.295,35.64,6000
DENN,13-Jan-2025,5.66,5.72,5.45,5.62,823100
DERM,13-Jan-2025,3.8,3.95,3.66,3.78,31500
DEVS,13-Jan-2025,0.65,0.65,0.53,0.579,567600
DFGP,13-Jan-2025,52.03,52.25,52.03,52.185,225000
DFGX,13-Jan-2025,51.7,51.745,51.6401,51.7,76300
DFLI,13-Jan-2025,3.12,3.15,2.82,2.95,55300
DFLIW,13-Jan-2025,0.0399,0.0399,0.0249,0.025,14900
DGCB,13-Jan-2025,52.1,52.1,51.82,51.87,93500
DGHI,13-Jan-2025,1.53,1.53,1.41,1.5,192200
DGICA,13-Jan-2025,14.33,14.4427,14.21,14.33,80400
DGICB,13-Jan-2025,14.2,14.2,14.15,14.2,1100
DGII,13-Jan-2025,28,28.65,27.92,28.42,217200
DGLY,13-Jan-2025,0.42,0.44,0.38,0.43,447800
DGRE,13-Jan-2025,24.33,24.455,24.33,24.42,38000
DGRS,13-Jan-2025,49.04,49.82,49.04,49.71,32800
DGRW,13-Jan-2025,79.81,80.58,79.77,80.58,766900
DH,13-Jan-2025,4.02,4.1,3.755,3.93,307900
DHAI,13-Jan-2025,1.4,1.5,1.35,1.37,166400
DHAIW,13-Jan-2025,0.044,0.0495,0.0399,0.0401,258300
DHC,13-Jan-2025,2.06,2.08,2.005,2.04,645500
DHCNI,13-Jan-2025,14.76,14.8,14.58,14.71,12000
DHCNL,13-Jan-2025,15.98,16.01,15.85,15.93,14600
DHIL,13-Jan-2025,145.11,146.43,143.92,146.06,13400
DIBS,13-Jan-2025,3.5,3.59,3.499,3.57,60100
DIOD,13-Jan-2025,61.52,63.34,59.19,59.33,478300
DIVD,13-Jan-2025,31.4901,31.665,31.4901,31.665,200
DJCO,13-Jan-2025,507.01,519,489.4901,517.89,40400
DJT,13-Jan-2025,34.92,43.31,34.76,42.91,45567600
DJTWW,13-Jan-2025,23.95,31.77,23.74,31.23,989200
DKNG,13-Jan-2025,39.06,39.95,38.65,39.83,6884000
DLHC,13-Jan-2025,7.5,7.7,7.5,7.66,18900
DLO,13-Jan-2025,11.05,11.14,10.82,10.95,570300
DLPN,13-Jan-2025,1.03,1.05,1,1.01,13800
DLTH,13-Jan-2025,2.85,2.89,2.8,2.82,54200
DLTR,13-Jan-2025,73.09,73.09,70.65,71.15,2050000
DMAC,13-Jan-2025,5.18,5.32,4.94,4.96,76300
DMAT,13-Jan-2025,14.48,14.52,14.42,14.52,600
DMLP,13-Jan-2025,34,34.02,33.44,33.71,318200
DMN,13-Jan-2025,0.743,0.756,0.6859,0.6859,210200
DMRC,13-Jan-2025,41.91,41.93,39.5689,40.07,204800
DMXF,13-Jan-2025,63.41,64.03,63.32,63.91,79300
DNLI,13-Jan-2025,19.01,19.65,18.65,19.59,840400
DNTH,13-Jan-2025,23.65,24.53,21.97,23.04,294400
DNUT,13-Jan-2025,9.21,9.22,8.95,9.17,1562400
DOCU,13-Jan-2025,89.16,90.86,87.8,90.02,2326600
DOGZ,13-Jan-2025,39.21,43.6,39.21,42.95,277800
DOMH,13-Jan-2025,1.05,1.12,1.01,1.04,39400
DOMO,13-Jan-2025,6.7,6.75,6.55,6.68,212400
DOOO,13-Jan-2025,50.64,52.47,50.25,51.8,144000
DORM,13-Jan-2025,120.46,123.58,119.28,123.18,154600
DOX,13-Jan-2025,81.85,83.66,81.75,83.57,505900
DOYU,13-Jan-2025,10.47,10.54,10.26,10.48,28000
DPRO,13-Jan-2025,3.44,3.5,3.17,3.38,163500
DPZ,13-Jan-2025,401.25,411,397.12,410.14,681700
DRCT,13-Jan-2025,1.46,2.2,1.45,1.62,5828900
DRDBU,13-Jan-2025,9.96,9.97,9.96,9.965,488100
DRIO,13-Jan-2025,0.93,0.93,0.77,0.7904,288700
DRIV,13-Jan-2025,22.53,22.83,22.51,22.83,47700
DRMA,13-Jan-2025,1.19,1.42,1.19,1.38,313100
DRMAW,13-Jan-2025,0.0149,0.0174,0.0142,0.0174,18200
DRRX,13-Jan-2025,0.78,0.8558,0.78,0.825,91000
DRS,13-Jan-2025,32.44,33.95,32.42,33.83,495800
DRTS,13-Jan-2025,3.23,3.7,3.23,3.7,204600
DRTSW,13-Jan-2025,0.251,0.3,0.251,0.3,9400
DRUG,13-Jan-2025,37.66,38.38,35.41,35.41,99400
DRVN,13-Jan-2025,15.01,15.435,15.01,15.42,424200
DSGN,13-Jan-2025,4.46,4.46,3.71,4.105,396500
DSGR,13-Jan-2025,32.81,33.78,32.81,33.68,31100
DSGX,13-Jan-2025,110.46,111.4,109.59,110.95,203100
DSP,13-Jan-2025,17,17.42,16.78,17.33,167800
DSWL,13-Jan-2025,2.47,2.47,2.3,2.3599,42600
DSY,13-Jan-2025,3.02,3.23,2.66,3.05,46700
DSYWW,13-Jan-2025,0.035,0.0419,0.032,0.0398,59400
DTCK,13-Jan-2025,1.08,1.15,1.02,1.14,79700
DTCR,13-Jan-2025,16.54,16.54,16,16.17,223900
DTI,13-Jan-2025,3.24,3.42,3.24,3.31,35900
DTIL,13-Jan-2025,5.71,6,5.1,5.74,1101800
DTSQ,13-Jan-2025,10.1,10.11,10.1,10.11,317500
DTSQU,13-Jan-2025,10.32,10.32,10.19,10.2,1100
DTSS,13-Jan-2025,2.26,2.26,2.1,2.12,63500
DTST,13-Jan-2025,4.6,4.7,4.09,4.27,95300
DTSTW,13-Jan-2025,0.54,0.54,0.54,0.54,100
DUKH,13-Jan-2025,25.0016,25.0143,24.99,25.0143,6100
DUKX,13-Jan-2025,23.41,23.52,23.41,23.52,2000
DUO,13-Jan-2025,0.5676,0.5877,0.545,0.5732,1202700
DUOL,13-Jan-2025,311.56,317.24,305.01,316.38,399200
DUOT,13-Jan-2025,5.44,5.44,4.6,4.93,382800
DVAL,13-Jan-2025,13.48,13.54,13.48,13.54,500
DVAX,13-Jan-2025,12.02,12.635,12.02,12.48,1671900
DVLU,13-Jan-2025,28.9,28.9439,28.8999,28.9439,500
DVOL,13-Jan-2025,33.6047,33.91,33.6047,33.8753,4400
DVQQ,13-Jan-2025,22.7,22.94,22.7,22.9103,300
DVSP,13-Jan-2025,23.08,23.3,23.08,23.2929,300
DVY,13-Jan-2025,128.38,129.455,128.15,129.42,532600
DWAS,13-Jan-2025,86.01,86.68,85.5582,86.58,60600
DWAW,13-Jan-2025,40.1,40.1,40.1,40.1,200
DWSH,13-Jan-2025,7.08,7.08,6.96,6.96,29900
DWSN,13-Jan-2025,1.39,1.39,1.34,1.34,1500
DWTX,13-Jan-2025,2.34,2.44,2.29,2.32,9600
DWUS,13-Jan-2025,47.49,47.85,47.49,47.85,1200
DXCM,13-Jan-2025,82,82.24,73.62,79.84,5518500
DXJS,13-Jan-2025,33.28,33.6859,33.2034,33.58,17200
DXLG,13-Jan-2025,2.62,2.63,2.47,2.55,257800
DXPE,13-Jan-2025,92.27,92.29,88.18,91.38,296800
DXR,13-Jan-2025,8.26,8.46,7.7,8.2503,16400
DYAI,13-Jan-2025,1.71,1.79,1.585,1.65,91200
DYCQ,13-Jan-2025,10.48,10.48,10.48,10.48,8400
DYFI,13-Jan-2025,23.2755,23.28,23.25,23.2658,7300
DYN,13-Jan-2025,15.8,15.8,14.85,15.29,2950900
DYNI,13-Jan-2025,27.52,27.6121,27.52,27.6121,24100
DYNX,13-Jan-2025,9.79,9.79,9.79,9.79,67100
DYNXU,13-Jan-2025,9.92,9.92,9.91,9.92,16800
DYTA,13-Jan-2025,27,27.49,27,27.46,4100
EA,13-Jan-2025,140.15,142.57,140.1,141.96,2074300
EAST,13-Jan-2025,0.84,0.85,0.7705,0.8031,69700
EBAY,13-Jan-2025,64.5,66.36,64.27,65.72,4121100
EBC,13-Jan-2025,16.41,16.79,16.41,16.69,972000
EBIZ,13-Jan-2025,27.12,27.225,27.03,27.21,15600
EBMT,13-Jan-2025,14.7,14.7,14.44,14.5,9400
EBON,13-Jan-2025,5.79,5.8746,5.62,5.72,16500
EBTC,13-Jan-2025,36.72,37.85,36.72,37.73,62100
ECBK,13-Jan-2025,13.6,13.65,13.5,13.5,6900
ECDA,13-Jan-2025,1,1,0.965,0.99,11200
ECOR,13-Jan-2025,16.19,16.69,15.01,15.44,133700
ECOW,13-Jan-2025,18.93,19.07,18.93,19.03,34000
ECPG,13-Jan-2025,44.87,46.495,44.6,46.13,147500
ECX,13-Jan-2025,2.16,2.24,2.12,2.15,2438100
EDAP,13-Jan-2025,2.11,2.2099,2.06,2.07,37600
EDBL,13-Jan-2025,0.3001,0.3002,0.237,0.2431,19505100
EDBLW,13-Jan-2025,0.0672,0.0696,0.0469,0.06,80100
EDIT,13-Jan-2025,1.24,1.24,1.16,1.16,3149000
EDOC,13-Jan-2025,10.07,10.1,9.93,10.1,91600
EDRY,13-Jan-2025,11,11.48,11,11.4499,15300
EDSA,13-Jan-2025,1.81,1.81,1.7,1.73,10500
EDTK,13-Jan-2025,1.2,1.2,1.05,1.13,7500
EDUC,13-Jan-2025,1.65,1.78,1.58,1.65,25800
EEFT,13-Jan-2025,96.96,98.245,96.18,98.23,148900
EEIQ,13-Jan-2025,0.98,1.0399,0.95,1,2800
EEMA,13-Jan-2025,69.23,69.61,69.19,69.51,79200
EFAS,13-Jan-2025,13.72,13.78,13.715,13.78,1800
EFOI,13-Jan-2025,1.33,1.35,1.2945,1.35,8000
EFRA,13-Jan-2025,29.72,29.72,29.72,29.72,100
EFSC,13-Jan-2025,53.49,54.61,53.49,54.6,153900
EFSCP,13-Jan-2025,18.9399,18.9399,18.71,18.83,2500
EGAN,13-Jan-2025,6.35,6.58,6.26,6.56,82300
EGBN,13-Jan-2025,23.2,23.51,22.98,23.45,239400
EGGQ,13-Jan-2025,38.99,39.162,38.79,39.162,14800
EGHT,13-Jan-2025,2.56,2.59,2.53,2.58,490400
EH,13-Jan-2025,14.25,14.27,13.88,14.1,1168100
EHGO,13-Jan-2025,3.5,3.52,0.91,1.25,6611600
EHLS,13-Jan-2025,22.17,22.17,21.79,21.88,14500
EHTH,13-Jan-2025,9.59,9.71,9.22,9.41,305000
EJH,13-Jan-2025,0.6186,0.6186,0.535,0.5826,1131900
EKG,13-Jan-2025,17.4675,17.4675,17.4675,17.4675,100
EKSO,13-Jan-2025,0.78,0.78,0.69,0.7121,1043400
ELAB,13-Jan-2025,2.01,2.17,1.96,2.09,198500
ELBM,13-Jan-2025,1.63,1.65,1.59,1.59,30800
ELDN,13-Jan-2025,4.01,4.045,3.7713,3.89,391300
ELEV,13-Jan-2025,0.7496,0.98,0.69,0.7206,40545800
ELPW,13-Jan-2025,1.2,1.2,1.06,1.09,119700
ELSE,13-Jan-2025,5.39,5.4094,5.3544,5.39,1900
ELTK,13-Jan-2025,10.79,11.07,10.72,10.72,18300
ELTX,13-Jan-2025,6.19,6.22,5.86,5.86,27600
ELUT,13-Jan-2025,3.17,3.3147,2.86,3.13,74600
ELVA,13-Jan-2025,2.37,2.46,2.31,2.38,65300
ELVN,13-Jan-2025,21.33,22.41,21.33,22.07,257700
ELWS,13-Jan-2025,2.92,3.03,2.75,2.84,18500
EM,13-Jan-2025,0.99,1.005,0.98,0.985,1467300
EMB,13-Jan-2025,88.74,88.74,88.44,88.64,6512800
EMBC,13-Jan-2025,19.48,19.94,19.34,19.91,339600
EMCB,13-Jan-2025,65.21,65.2599,64.4601,64.9043,13100
EMCGR,13-Jan-2025,0.09,0.09,0.09,0.09,200
EMCGW,13-Jan-2025,0.0184,0.02,0.0184,0.02,400
EMEQ,13-Jan-2025,24.27,24.28,24.27,24.28,100
EMIF,13-Jan-2025,20.2899,20.315,20.24,20.315,400
EMKR,13-Jan-2025,3,3,2.97,2.99,144600
EML,13-Jan-2025,25.31,26.57,25.31,26.57,7800
EMXC,13-Jan-2025,54.55,54.89,54.44,54.86,2182700
EMXF,13-Jan-2025,36.3,36.59,36.3,36.46,6200
ENGN,13-Jan-2025,7.41,8.14,7.28,8.06,122200
ENLT,13-Jan-2025,16.35,16.82,16.3,16.65,4700
ENLV,13-Jan-2025,1.15,1.17,1.13,1.15,60900
ENPH,13-Jan-2025,65.8,67.07,64.08,66.87,3128300
ENSC,13-Jan-2025,7.38,7.7331,6.8616,7.17,57500
ENSG,13-Jan-2025,130.25,132.56,130,132.34,290700
ENTA,13-Jan-2025,4.96,5.16,4.87,5.03,859400
ENTG,13-Jan-2025,96.97,98.56,96.18,98.26,1949400
ENTO,13-Jan-2025,0.56,0.581,0.533,0.537,43100
ENTX,13-Jan-2025,2.45,2.5195,2.32,2.4,41300
ENVB,13-Jan-2025,0.3888,0.39,0.363,0.3752,121900
ENVX,13-Jan-2025,11,11.05,10.44,11,7180500
ENZL,13-Jan-2025,44.05,44.23,43.95,44.23,3700
EOLS,13-Jan-2025,10.02,10.06,9.48,9.8,916000
EOSE,13-Jan-2025,4.75,4.79,4.495,4.74,8317000
EOSEW,13-Jan-2025,1.09,1.1,0.8876,1,79300
EPIX,13-Jan-2025,1.71,1.76,1.7,1.73,162800
EPOW,13-Jan-2025,0.93,0.98,0.88,0.89,10000
EPRX,13-Jan-2025,3.02,3.02,3,3.005,1100
EPSN,13-Jan-2025,6.4,6.4999,6.29,6.29,24800
EQ,13-Jan-2025,0.71,0.73,0.67,0.7,107400
EQIX,13-Jan-2025,891.13,901.53,888.52,899.65,403400
EQRR,13-Jan-2025,57.54,58.3655,57.54,58.3655,700
ERAS,13-Jan-2025,2.37,2.38,2.03,2.15,2194900
ERET,13-Jan-2025,24.4722,24.4722,24.4722,24.4722,100
ERIC,13-Jan-2025,7.93,7.97,7.87,7.96,19847400
ERIE,13-Jan-2025,385.24,391.65,385.23,388.58,71800
ERII,13-Jan-2025,13.99,14.09,13.8,14.06,297300
ERNA,13-Jan-2025,0.309,0.3153,0.2915,0.309,230900
ERNZ,13-Jan-2025,23.93,24.08,23.8924,24.055,3900
ESCA,13-Jan-2025,14.18,14.525,14.0784,14.43,15000
ESEA,13-Jan-2025,34.37,35,34,34.46,29000
ESGD,13-Jan-2025,74.63,75.32,74.57,75.32,254900
ESGE,13-Jan-2025,32.54,32.75,32.54,32.74,760400
ESGL,13-Jan-2025,1.47,2.09,1.23,1.38,63100
ESGR,13-Jan-2025,326,327.34,325.5,326.07,113100
ESGRO,13-Jan-2025,20.15,20.47,20.0115,20.355,17000
ESGRP,13-Jan-2025,20.11,20.4673,20,20.01,20000
ESGU,13-Jan-2025,126.52,128,126.52,127.94,663900
ESHA,13-Jan-2025,11,11,10.77,10.77,1500
ESLA,13-Jan-2025,1.17,1.22,1.17,1.18,5900
ESLT,13-Jan-2025,287.26,290.66,286.04,288.03,91800
ESMV,13-Jan-2025,27.37,27.6487,27.37,27.6487,300
ESN,13-Jan-2025,14.79,14.8836,14.79,14.8836,15500
ESOA,13-Jan-2025,11.29,11.58,11.16,11.5,161900
ESPO,13-Jan-2025,81.04,81.98,80.9966,81.9,49200
ESPR,13-Jan-2025,2.29,2.33,2.15,2.28,7793100
ESQ,13-Jan-2025,77.5,79.24,77.5,78.87,42200
ESSA,13-Jan-2025,18.51,19.27,18.51,19.12,51100
ESTA,13-Jan-2025,37.88,38,30.2,33.71,4041100
ETEC,13-Jan-2025,18.85,18.85,18.85,18.85,100
ETHA,13-Jan-2025,23.03,23.5,22.04,23.4,11399500
ETNB,13-Jan-2025,6.62,6.775,6.1516,6.31,1142700
ETON,13-Jan-2025,13.29,14.35,13.04,14,296300
ETSY,13-Jan-2025,52.62,53.76,51.88,53.45,2440900
EU,13-Jan-2025,3.32,3.45,3.26,3.33,1628100
EUDA,13-Jan-2025,4.41,4.45,4,4.11,102900
EUDAW,13-Jan-2025,0.129,0.129,0.12,0.1289,5300
EUFN,13-Jan-2025,23.09,23.44,23.08,23.37,579900
EURK,13-Jan-2025,10.16,10.16,10.16,10.16,100
EVAX,13-Jan-2025,0.88,0.8938,0.805,0.85,223600
EVCM,13-Jan-2025,10,10.17,9.975,10.11,75400
EVER,13-Jan-2025,17.99,18.13,17.2,18.11,544600
EVGN,13-Jan-2025,1.56,1.57,1.45,1.55,30300
EVGO,13-Jan-2025,3.97,3.97,3.735,3.92,5792000
EVGOW,13-Jan-2025,0.48,0.5399,0.3762,0.407,212100
EVGR,13-Jan-2025,11.87,11.91,11.87,11.91,700
EVGRW,13-Jan-2025,0.035,0.0475,0.035,0.0475,1000
EVLV,13-Jan-2025,3.03,3.155,2.98,3.09,2214400
EVLVW,13-Jan-2025,0.2475,0.2475,0.2475,0.2475,100
EVMT,13-Jan-2025,14.7,14.88,14.7,14.88,1700
EVO,13-Jan-2025,4.25,4.25,4.12,4.18,41100
EVOK,13-Jan-2025,4.24,4.25,4.07,4.17,4900
EVRG,13-Jan-2025,60.25,60.71,59.67,60.67,1432700
EVSD,13-Jan-2025,50.54,50.54,50.3608,50.41,13000
EVTV,13-Jan-2025,1.14,1.18,1.14,1.14,17200
EWBC,13-Jan-2025,92.84,95.71,92.84,95.61,813100
EWCZ,13-Jan-2025,6.06,6.8,5.8,6.31,1035800
EWJV,13-Jan-2025,30.11,30.38,30.1,30.38,110000
EWTX,13-Jan-2025,23.42,25.58,23.08,25.33,860700
EWZS,13-Jan-2025,9.32,9.4,9.29,9.35,713800
EXAS,13-Jan-2025,58.55,60.88,55.36,58.51,2969300
EXC,13-Jan-2025,37.56,37.74,37.13,37.56,5920600
EXE,13-Jan-2025,103.25,103.6668,101.02,102.21,3113500
EXEEL,13-Jan-2025,88.35,88.35,88.35,88.35,100
EXEL,13-Jan-2025,36.35,36.45,34.56,35.3,2602500
EXFY,13-Jan-2025,3.19,3.22,3.07,3.17,314400
EXLS,13-Jan-2025,44.61,46.28,44.61,46.25,1109300
EXPE,13-Jan-2025,179.2,181.33,177.41,181.3,1097800
EXPI,13-Jan-2025,10.8,10.9,10.6,10.9,831200
EXPO,13-Jan-2025,88.41,90.775,87.79,90.45,194800
EXTR,13-Jan-2025,16.532,16.825,16.47,16.8,591100
EYE,13-Jan-2025,10.43,10.62,10.155,10.58,1412900
EYEG,13-Jan-2025,34.555,34.555,34.555,34.555,100
EYEN,13-Jan-2025,0.1055,0.1055,0.089,0.096,21053300
EYPT,13-Jan-2025,8.15,8.36,7.5401,7.75,886500
EZFL,13-Jan-2025,3.22,3.65,3.22,3.65,37300
EZGO,13-Jan-2025,0.5773,0.5773,0.5303,0.5428,294500
EZPW,13-Jan-2025,11.81,12.355,11.75,12.17,412100
FA,13-Jan-2025,17.29,17.63,17.155,17.48,826100
FAAR,13-Jan-2025,28.41,28.62,28.41,28.5,15600
FAAS,13-Jan-2025,1.1,1.1136,0.81,0.8999,564400
FAASW,13-Jan-2025,0.113,0.135,0.113,0.135,1000
FAB,13-Jan-2025,81.1,82.3201,81.1,82.3201,500
FACT,13-Jan-2025,9.89,9.89,9.89,9.89,50000
FAD,13-Jan-2025,136.06,137.241,135.57,137.24,3300
FALN,13-Jan-2025,26.63,26.68,26.605,26.64,753200
FAMI,13-Jan-2025,0.3297,0.349,0.306,0.3141,1466800
FANG,13-Jan-2025,176.07,180.09,175.71,177.61,3034100
FARM,13-Jan-2025,1.82,1.82,1.68,1.73,59500
FARO,13-Jan-2025,24.97,24.97,24.2144,24.56,66900
FAST,13-Jan-2025,71.73,72.98,71.63,72.89,3417000
FAT,13-Jan-2025,5.38,5.39,5.19,5.26,17000
FATBB,13-Jan-2025,5.1,5.1,4.55,4.61,1000
FATBP,13-Jan-2025,10,10,9.8,9.9299,12900
FATE,13-Jan-2025,1.45,1.45,1.28,1.29,6285400
FBIO,13-Jan-2025,2.02,2.02,1.93,1.97,382400
FBIOP,13-Jan-2025,6.59,6.94,6.59,6.6999,8100
FBIZ,13-Jan-2025,42.46,43.95,42.46,43.62,23800
FBL,13-Jan-2025,35.25,35.42,34.23,35.32,617900
FBLA,13-Jan-2025,11.04,11.14,10.74,11.08,119500
FBLG,13-Jan-2025,2.01,2.025,1.8601,2,151100
FBNC,13-Jan-2025,40.4,41.36,40.19,41.26,148600
FBOT,13-Jan-2025,27.46,27.81,27.42,27.76,15200
FBRX,13-Jan-2025,18,19.3,14.88,16,72600
FBYD,13-Jan-2025,5.89,6.2,5.229,5.9849,70500
FBYDW,13-Jan-2025,0.39,0.39,0.3525,0.3525,600
FBZ,13-Jan-2025,9,9.02,8.99,9.02,2400
FCA,13-Jan-2025,19.13,19.2999,18.73,19.08,9000
FCAL,13-Jan-2025,49.81,49.81,48.88,48.925,34600
FCAP,13-Jan-2025,31.21,32.38,31.21,32.38,700
FCBC,13-Jan-2025,38.06,39.0875,38.06,38.93,37700
FCCO,13-Jan-2025,22.17,22.58,22.15,22.29,16300
FCEF,13-Jan-2025,21.66,21.66,21.63,21.63,1500
FCEL,13-Jan-2025,10.58,10.61,9.81,10.08,953700
FCFS,13-Jan-2025,105.97,109.05,105.96,108.97,256600
FCNCA,13-Jan-2025,2030.92,2088.78,2030.92,2085.61,67900
FCNCO,13-Jan-2025,22.52,22.7146,22.36,22.49,15900
FCNCP,13-Jan-2025,22.055,22.055,21.65,21.66,10300
FCTE,13-Jan-2025,25.61,26.03,25.61,26.03,88300
FCUV,13-Jan-2025,0.5988,0.6499,0.54,0.595,918000
FCVT,13-Jan-2025,36.43,36.58,36.22,36.54,47000
FDBC,13-Jan-2025,42.53,43.21,42.25,43.21,7900
FDCF,13-Jan-2025,37.27,37.65,37.2,37.6,11500
FDFF,13-Jan-2025,35.38,35.74,35.19,35.69,10400
FDIF,13-Jan-2025,31.02,31.29,30.99,31.29,7200
FDIG,13-Jan-2025,32.13,32.55,31.54,32.55,71600
FDIV,13-Jan-2025,26.49,26.8744,26.49,26.8694,13400
FDMT,13-Jan-2025,5.3,5.3,4.68,4.76,1368600
FDNI,13-Jan-2025,25.7958,25.9585,25.71,25.94,7900
FDSB,13-Jan-2025,12.42,12.5248,12.42,12.5248,400
FDT,13-Jan-2025,53.2,53.56,53.2,53.56,84000
FDTS,13-Jan-2025,39.42,39.42,39.42,39.42,100
FDTX,13-Jan-2025,34.88,35.14,34.88,35.1,27600
FDUS,13-Jan-2025,20.8,20.87,20.56,20.81,241700
FEAM,13-Jan-2025,0.58,0.65,0.55,0.57,205200
FEAT,13-Jan-2025,44.45,45.35,44.16,45.35,8200
FEBO,13-Jan-2025,1.73,1.78,1.64,1.67,29900
FEIM,13-Jan-2025,16.97,16.97,16.27,16.45,56300
FELE,13-Jan-2025,92.23,96.19,92.195,95.76,168100
FEM,13-Jan-2025,21.07,21.3197,21.07,21.2776,82100
FEMB,13-Jan-2025,25.91,26.03,25.7944,25.88,34400
FEMS,13-Jan-2025,36,36.1799,35.97,36.09,39900
FEMY,13-Jan-2025,1.06,1.07,1.04,1.05,60700
FENC,13-Jan-2025,5.86,5.97,5.7101,5.82,37300
FEP,13-Jan-2025,35.13,35.43,35.04,35.43,17700
FEPI,13-Jan-2025,48.11,48.67,48.05,48.66,149800
FER,13-Jan-2025,40.14,40.66,40.14,40.6,55100
FEUZ,13-Jan-2025,39.8772,40.23,39.8772,40.23,100
FEX,13-Jan-2025,103.15,104.478,103.15,104.478,7400
FFBC,13-Jan-2025,25.52,26.11,25.49,26.09,376400
FFIC,13-Jan-2025,14.12,14.36,13.8,14.34,587700
FFIE,13-Jan-2025,1.59,1.84,1.36,1.43,20100200
FFIEW,13-Jan-2025,0.0497,0.0565,0.0375,0.0493,362400
FFIN,13-Jan-2025,34.37,34.86,34.26,34.81,593900
FFIV,13-Jan-2025,252.09,255.75,250.63,255.16,393500
FFNW,13-Jan-2025,20.48,20.855,20.48,20.83,11400
FGBI,13-Jan-2025,10.3862,10.72,10.3156,10.32,9200
FGBIP,13-Jan-2025,19.9,19.9,19.35,19.35,4000
FGEN,13-Jan-2025,0.6012,0.647,0.5517,0.5889,1447200
